"Id"	"Label"	"Image"	"ImageSeed"	"ImageShape"	"ImageCurviness"	"ImageType"	"TrialNum"	"TrialType"	"Block"	"BlockTrial"	"Condition"	"LabelType"	"Location"	"Approach"	"Retreat"	"SubCondition"	"CorrectResponse"
"2-2"	"fa:sha:va"	"57-C-30-1"	"57"	"C"	"30"	"1"	1	"Training"	1	1	"3B"	"C1"	"Right"	"37"	"39"	"J"	"39"
"2-2"	"zasaha"	"74-J-10-4"	"74"	"J"	"10"	"4"	2	"Training"	1	2	"3B"	"C2"	"Left"	"39"	"37"	"J"	"39"
"2-2"	"fa:sha:va"	"85-C-20-2"	"85"	"C"	"20"	"2"	3	"Training"	1	3	"3B"	"C1"	"Up"	"40"	"38"	"J"	"38"
"2-2"	"zasaha"	"139-J-0-2"	"139"	"J"	"0"	"2"	4	"Training"	1	4	"3B"	"C2"	"Left"	"39"	"37"	"J"	"39"
"2-2"	"fa:sha:va"	"139-C-20-2"	"139"	"C"	"20"	"2"	5	"Training"	1	5	"3B"	"C1"	"Right"	"37"	"39"	"J"	"39"
"2-2"	"zasaha"	"144-J-10-3"	"144"	"J"	"10"	"3"	6	"Training"	1	6	"3B"	"C2"	"Up"	"40"	"38"	"J"	"40"
"2-2"	"zasaha"	"7-J-10-4"	"7"	"J"	"10"	"4"	7	"Training"	1	7	"3B"	"C2"	"Right"	"37"	"39"	"J"	"37"
"2-2"	"fa:sha:va"	"144-C-30-3"	"144"	"C"	"30"	"3"	8	"Training"	1	8	"3B"	"C1"	"Down"	"38"	"40"	"J"	"40"
"2-2"	"zasaha"	"27-J-0-1"	"27"	"J"	"0"	"1"	9	"Training"	1	9	"3B"	"C2"	"Down"	"38"	"40"	"J"	"38"
"2-2"	"fa:sha:va"	"7-C-20-4"	"7"	"C"	"20"	"4"	10	"Training"	1	10	"3B"	"C1"	"Up"	"40"	"38"	"J"	"38"
"2-2"	"fa:sha:va"	"111-C-30-3"	"111"	"C"	"30"	"3"	11	"Training"	1	11	"3B"	"C1"	"Down"	"38"	"40"	"J"	"40"
"2-2"	"fa:sha:va"	"74-C-20-4"	"74"	"C"	"20"	"4"	12	"Training"	1	12	"3B"	"C1"	"Right"	"37"	"39"	"J"	"39"
"2-2"	"zasaha"	"111-J-10-3"	"111"	"J"	"10"	"3"	13	"Training"	1	13	"3B"	"C2"	"Up"	"40"	"38"	"J"	"40"
"2-2"	"zasaha"	"85-J-0-2"	"85"	"J"	"0"	"2"	14	"Training"	1	14	"3B"	"C2"	"Left"	"39"	"37"	"J"	"39"
"2-2"	"zasaha"	"57-J-0-1"	"57"	"J"	"0"	"1"	15	"Training"	1	15	"3B"	"C2"	"Down"	"38"	"40"	"J"	"38"
"2-2"	"fa:sha:va"	"27-C-30-1"	"27"	"C"	"30"	"1"	16	"Training"	1	16	"3B"	"C1"	"Left"	"39"	"37"	"J"	"37"
"2-2"	"zasaha"	"111-J-10-3"	"111"	"J"	"10"	"3"	17	"Training"	2	1	"3B"	"C2"	"Right"	"37"	"39"	"J"	"37"
"2-2"	"fa:sha:va"	"57-C-30-1"	"57"	"C"	"30"	"1"	18	"Training"	2	2	"3B"	"C1"	"Up"	"40"	"38"	"J"	"38"
"2-2"	"fa:sha:va"	"7-C-20-4"	"7"	"C"	"20"	"4"	19	"Training"	2	3	"3B"	"C1"	"Up"	"40"	"38"	"J"	"38"
"2-2"	"zasaha"	"139-J-0-2"	"139"	"J"	"0"	"2"	20	"Training"	2	4	"3B"	"C2"	"Left"	"39"	"37"	"J"	"39"
"2-2"	"fa:sha:va"	"111-C-30-3"	"111"	"C"	"30"	"3"	21	"Training"	2	5	"3B"	"C1"	"Left"	"39"	"37"	"J"	"37"
"2-2"	"zasaha"	"74-J-10-4"	"74"	"J"	"10"	"4"	22	"Training"	2	6	"3B"	"C2"	"Up"	"40"	"38"	"J"	"40"
"2-2"	"zasaha"	"57-J-0-1"	"57"	"J"	"0"	"1"	23	"Training"	2	7	"3B"	"C2"	"Down"	"38"	"40"	"J"	"38"
"2-2"	"zasaha"	"144-J-10-3"	"144"	"J"	"10"	"3"	24	"Training"	2	8	"3B"	"C2"	"Up"	"40"	"38"	"J"	"40"
"2-2"	"fa:sha:va"	"85-C-20-2"	"85"	"C"	"20"	"2"	25	"Training"	2	9	"3B"	"C1"	"Down"	"38"	"40"	"J"	"40"
"2-2"	"fa:sha:va"	"139-C-20-2"	"139"	"C"	"20"	"2"	26	"Training"	2	10	"3B"	"C1"	"Down"	"38"	"40"	"J"	"40"
"2-2"	"fa:sha:va"	"27-C-30-1"	"27"	"C"	"30"	"1"	27	"Training"	2	11	"3B"	"C1"	"Right"	"37"	"39"	"J"	"39"
"2-2"	"fa:sha:va"	"74-C-20-4"	"74"	"C"	"20"	"4"	28	"Training"	2	12	"3B"	"C1"	"Down"	"38"	"40"	"J"	"40"
"2-2"	"zasaha"	"85-J-0-2"	"85"	"J"	"0"	"2"	29	"Training"	2	13	"3B"	"C2"	"Left"	"39"	"37"	"J"	"39"
"2-2"	"fa:sha:va"	"144-C-30-3"	"144"	"C"	"30"	"3"	30	"Training"	2	14	"3B"	"C1"	"Right"	"37"	"39"	"J"	"39"
"2-2"	"zasaha"	"27-J-0-1"	"27"	"J"	"0"	"1"	31	"Training"	2	15	"3B"	"C2"	"Right"	"37"	"39"	"J"	"37"
"2-2"	"zasaha"	"7-J-10-4"	"7"	"J"	"10"	"4"	32	"Training"	2	16	"3B"	"C2"	"Left"	"39"	"37"	"J"	"39"
"2-2"	"fa:sha:va"	"57-C-30-1"	"57"	"C"	"30"	"1"	33	"Training"	3	1	"3B"	"C1"	"Up"	"40"	"38"	"J"	"38"
"2-2"	"zasaha"	"139-J-0-2"	"139"	"J"	"0"	"2"	34	"Training"	3	2	"3B"	"C2"	"Right"	"37"	"39"	"J"	"37"
"2-2"	"zasaha"	"7-J-10-4"	"7"	"J"	"10"	"4"	35	"Training"	3	3	"3B"	"C2"	"Right"	"37"	"39"	"J"	"37"
"2-2"	"fa:sha:va"	"7-C-20-4"	"7"	"C"	"20"	"4"	36	"Training"	3	4	"3B"	"C1"	"Down"	"38"	"40"	"J"	"40"
"2-2"	"fa:sha:va"	"74-C-20-4"	"74"	"C"	"20"	"4"	37	"Training"	3	5	"3B"	"C1"	"Right"	"37"	"39"	"J"	"39"
"2-2"	"zasaha"	"57-J-0-1"	"57"	"J"	"0"	"1"	38	"Training"	3	6	"3B"	"C2"	"Up"	"40"	"38"	"J"	"40"
"2-2"	"zasaha"	"144-J-10-3"	"144"	"J"	"10"	"3"	39	"Training"	3	7	"3B"	"C2"	"Down"	"38"	"40"	"J"	"38"
